concreteness	aoa	frequency	word
		0.9031	roomier
		0.7782	roomies
		0.301	roomiest
2.4			roominess
		1.5315	rooming
4.52	9.21	2.7649	roommate
		2.2601	roommates
4.57	4.11	3.1229	rooms
2.83	7.58	1.3222	roomy
		0.6021	roon
		2.4014	roosevelt
3.29	10.5	1.6628	roost
3.14		0.4771	roosted
4.75	6.41	2.2967	rooster
5.0			roosterfish
4.93		1.2304	roosters
		0.7782	roosting
		0.4771	roosts
4.34	5.94	2.7284	root
4.93			root beer
4.13			root canal
2.62			root out
4.69			root vegetable
3.0			rootage
3.21		1.716	rooted
1.95			rootedness
3.25	10.57	0.6990000000000001	rooter
2.86			roothold
		2.0294	rooting
3.11			rootle
2.86	8.94	0.4771	rootless
3.21			rootlet
2.75		0.4771	rootling
		2.5132	roots
4.46			rootstalk
3.24			rootstock
4.59			rootworm
		0.9031	rooty
4.93	5.44	3.0641	rope
4.86			rope ladder
		1.6902	roped
4.46			ropedancer
3.74			ropelike
3.95		1.9731	roper
		1.1461	ropers
4.78	5.21	2.4829	ropes
4.32			ropewalk
4.42			ropewalker
3.94			ropeway
2.75		0.301	ropey
3.92		1.301	roping
3.17		0.301	ropy
		1.4771	roque
		1.301	roquefort
		0.6021	roquet
		0.301	roquette
		1.2041	rorschach
		3.4487	rory
		1.0	ros
		2.4133	rosa
2.05			rosaceous
		1.4914	rosalind
		0.6990000000000001	rosalyn
		0.6021	rosaria
		0.8451	rosaries
		1.5185	rosario
4.63	8.21	1.7924	rosary
		1.9777	roscoe
4.9	6.11	3.4322	rose
1.71			roseate
3.18			rosebay
4.96	8.12	1.8633	rosebud
		1.1461	rosebuds
4.69	4.89	0.7782	rosebush
		1.0792	rosebushes
		0.301	rosed
4.67			rosefish
		0.4771	rosehill
3.36		1.0414	rosella
4.68		2.4031	rosemary
		0.301	roseola
4.22			roseroot
		2.8597	roses
4.15		0.7782	rosette
		0.4771	rosettes
4.58	10.69	0.4771	rosewater
4.92		1.2304	rosewood
		1.0792	roshi
		0.4771	rosicrucian
2.71		1.1139	rosier
2.43			rosily
4.5	13.44	1.0414	rosin
2.88			rosiness
4.36			rosinweed
		3.1723	ross
		0.6990000000000001	rosser
3.76	8.78	2.0453	roster
		0.9542	rosters
2.5			rostra
3.69	18.0	0.6990000000000001	rostrum
3.41		2.2304	rosy
3.96	7.57	2.5966	rot
		0.4771	rota
		0.6021	rotarian
3.14	10.32	1.4472	rotary
2.67			rotatable
3.45	7.89	1.9956	rotate
3.37		1.301	rotated
		1.0414	rotates
3.62		1.7634	rotating
3.32	8.11	2.1761	rotation
2.36	10.18	0.9031	rotational
		1.0	rotations
4.45	13.5	1.1761	rotator
	11.85	0.301	rotatory
		0.301	rotch
2.65	11.15	0.8451	rote
2.36	17.0	1.0	rotenone
3.19	12.67	1.1761	rotgut
		0.301	rother
		0.301	roti
2.54			rotifer
4.23	11.26	1.0	rotisserie
		0.301	roto
2.88			rotogravure
3.84	12.71	1.3979	rotor
4.42			rotorcraft
		1.1139	rotors
		0.301	rototilled
		1.6532	rots
		0.301	rotta
		1.5682	rotted
3.87	6.95	2.9504	rotten
		0.4771	rottener
		1.0792	rottenest
2.75		0.301	rottenly
2.69	8.71	0.6990000000000001	rottenness
2.78			rottenstone
		1.0	rotter
		1.2304	rotterdam
		0.301	rotters
3.48		2.2227	rotting
		1.4472	rottweiler
		0.9542	rottweilers
3.45	13.42	0.8451	rotund
4.48	11.44	1.4472	rotunda
		0.301	rotundas
3.16			rotundity
		0.4771	rouble
		1.1761	roubles
		0.4771	rouche
	17.29	0.301	roue
		1.4314	rouen
3.77	12.33	2.2201	rouge
		0.4771	rouged
3.83	6.21	3.2806	rough
3.33			rough up
3.61	12.4	1.1461	roughage
2.39			roughcast
		1.4771	roughed
2.9	10.38		roughen
2.85		1.5911	rougher
		1.3617	roughest
2.79			roughhew
2.68			roughhewn
3.39	8.33	1.1761	roughhouse
3.21		0.9031	roughhousing
2.83		1.4771	roughing
2.23			roughish
2.57	7.69	2.2068	roughly
3.22	11.17	1.5185	roughneck
		0.301	roughnecked
		0.301	roughnecking
		1.3424	roughnecks
3.39	8.39	0.6990000000000001	roughness
3.6			roughrider
		0.6990000000000001	roughs
2.3		1.1761	roughshod
4.25			roulade
4.15	12.82	2.1038	roulette
4.9			roulette wheel
		0.301	roumanian
		0.301	roun
3.9	4.75	3.5307	round
3.11			round off
3.19			round robin
4.7			round table
3.07			round up
3.86	12.74	1.3617	roundabout
		0.301	roundabouts
3.5		1.9243	rounded
2.73			roundedness
2.62			roundel
2.71	16.0	0.8451	roundelay
3.12		1.2553	rounder
		0.9542	rounders
3.58			roundhead
4.24	10.24	1.0	roundhouse
3.18		1.959	rounding
2.96	8.75	0.301	roundish
2.54		0.4771	roundly
4.07	7.16	0.4771	roundness
		2.7451	rounds
4.32	9.84	0.6021	roundtable
		1.2304	roundtree
3.26	9.84	1.7709	roundup
		0.4771	roundups
		1.0792	roundwood
4.36			roundworm
		0.301	roundworms
		0.7782	roundy
		0.301	rous
2.56	12.84	1.6812	rouse
		1.0792	roused
2.55	13.71	0.301	rouser
		0.4771	rouses
1.55	12.19	1.415	rousing
2.07			rousingly
		1.716	rousseau
3.19	11.58	1.3424	roust
3.0	13.5	0.4771	roustabout
		0.301	roustabouts
		1.0414	rousted
2.15		1.0792	rousting
		0.301	rousts
2.6	11.59	1.2788	rout
3.88	11.4	3.0374	route
		1.5798	routed
4.19	12.68	1.2041	router
		1.0792	routers
		2.0334	routes
		0.301	routh
2.7	9.26	3.0056	routine
2.19		1.4771	routinely
		1.7634	routines
2.62		1.5682	routing
		0.301	routs
3.53	15.0	0.6990000000000001	roux
2.41	12.35	1.7709	rove
		0.4771	roved
3.9		2.233	rover
		1.0	rovers
		0.301	roves
2.86	11.44	1.5911	roving
3.93	7.0	3.1284	row
3.45		1.9395	rowan
3.92			rowanberry
4.81	6.05	1.7404	rowboat
		0.6990000000000001	rowboats
		0.4771	rowdier
		0.9031	rowdies
2.21			rowdily
2.18			rowdiness
2.6	7.75	1.7243	rowdy
3.54		1.1761	rowed
3.11	15.0	0.6021	rowel
		0.4771	rowels
2.83			rowen
4.21	8.71	0.301	rower
		0.7782	rowers
3.6	7.68	1.8195	rowing
2.85			rowlock
		1.9685	rows
		0.8451	rox
		2.1139	roxy
3.14	7.17	3.0741	royal
		1.6128	royale
3.0	12.65	0.301	royalist
		0.4771	royalists
2.07		1.4314	royally
		1.3617	royals
		1.5798	royalties
3.11	8.0	2.3032	royalty
		0.6021	royster
		0.301	rozzers
		1.3222	rpm
		1.3222	rs
		0.301	rsum
		1.6232	rsvp
		1.5798	rt
		0.6990000000000001	rte
4.33	6.0	2.8971	rub
3.19			rub off
		0.301	rubaiyat
3.72		2.1430000000000002	rubbed
4.86	7.62	2.8543	rubber
4.72			rubber stamp
3.15			rubberize
		0.301	rubberlike
3.0	10.84	0.6021	rubberneck
2.87		0.4771	rubbernecker
		0.301	rubberneckers
		0.6021	rubbernecking
		0.301	rubbernecks
4.42		1.8325	rubbers
4.33			rubberstamp
3.24	7.53	1.0	rubbery
3.76		2.3838	rubbing
		0.301	rubbings
3.64	10.63	2.4564	rubbish
2.38			rubbishing
1.82	10.31	0.301	rubbishy
4.56	9.59	1.9542	rubble
3.71			rubblework
3.62	10.89	1.5051	rubdown
		0.301	rubdowns
3.4		2.3324	rube
3.75		0.301	rubella
		0.9542	rubens
		1.1461	rubes
		0.9031	rubicon
2.33	14.0		rubicund
4.0			rubidium
		1.7404	rubies
		1.4472	rubin
4.1	12.67	0.6021	ruble
		1.2304	rubles
2.82	12.31	0.301	rubout
3.22	13.25	0.4771	rubric
2.25			rubricate
		0.301	rubrospinal
		1.8325	rubs
4.77	6.83	2.7839	ruby
2.5			ruche
		0.301	ruching
2.48		1.0792	ruck
		0.301	rucked
		0.6990000000000001	rucker
		0.301	rucks
4.14	14.3	0.9542	rucksack
		0.301	rucksacks
2.52	9.26	1.8808	ruckus
1.83			ruction
		0.8451	rud
		1.5798	rudd
4.72	10.39	2.2989	rudder
3.48	12.27	0.6990000000000001	rudderless
4.52			rudderpost
		0.6021	rudders
4.0			rudderstock
2.0			ruddily
2.68	13.06	0.301	ruddiness
2.38		0.9031	ruddle
		0.4771	ruddock
2.95	13.31	1.5682	ruddy
2.52	7.11	3.0515	rude
2.48		1.3802	rudely
2.15	8.89	1.6435	rudeness
		1.0	ruder
		0.8451	rudest
2.32	13.33	0.6990000000000001	rudiment
1.72			rudimental
1.6			rudimentarily
1.72	13.12	1.5441	rudimentary
		0.6021	rudiments
2.19	11.98	1.959	rue
1.48			rueful
1.77			ruefully
1.97			ruefulness
		0.301	rues
3.2	7.29	1.4472	ruff
2.96			ruffed
3.29	13.25	1.4624	ruffian
		1.2304	ruffians
		1.301	ruffin
3.75	7.58	1.4771	ruffle
3.12		1.3979	ruffled
		1.4624	ruffles
3.04		0.8451	ruffling
		0.4771	ruffly
		0.301	ruffs
		2.2718	rufus
4.79	4.61	2.7259	rug
4.33	11.42	1.6532	rugby
2.75	10.58	2.0128	rugged
2.57		0.6021	ruggedly
2.87			ruggedness
		0.6021	rugger
		1.0414	rugrats
		1.8062	rugs
2.59	7.16	3.1632	ruin
		0.301	ruinated
2.2	12.38	1.3979	ruination
2.96		3.1149	ruined
		0.4771	ruiner
1.86		0.4771	ruing
		2.5786	ruining
2.12	12.0	0.7782	ruinous
1.61		0.301	ruinously
		2.3541	ruins
		1.5185	rukh
1.76			rulable
2.57	4.72	3.3902	rule
1.97			rule out
4.44			rulebook
		2.4502	ruled
2.41			rulemaking
4.66	5.94	2.2122	ruler
		1.4472	rulers
		0.301	rulership
		3.5364	rules
2.32	9.89	2.3222	ruling
		0.6990000000000001	rulings
		0.301	rull
		0.301	ruly
4.93	11.56	2.5832	rum
		0.6021	rumania
		0.9031	rumanian
		0.4771	rumanians
4.04	11.0	1.7924	rumba
3.73	8.33	2.1461	rumble
		0.8451	rumbled
		1.4914	rumbles
3.0		2.1139	rumbling
		1.0414	rumblings
		0.8451	rumbly
		0.301	rumdum
2.87	12.57	0.301	rumen
2.78	14.47	0.301	ruminant
2.19	14.5	0.7782	ruminate
		0.301	ruminates
2.33		0.7782	ruminating
2.45	12.08	0.301	rumination
		0.301	ruminations
1.63			ruminative
2.06			ruminatively
2.53			ruminator
2.66	9.0	1.6128	rummage
		0.9031	rummaged
		1.3424	rummaging
		0.6990000000000001	rummies
		0.301	rummiest
3.05	11.17	1.8751	rummy
2.15	9.56	2.7259	rumor
		1.7782	rumored
2.38	15.92	0.301	rumormonger
		0.301	rumormongers
		2.6712	rumors
		2.1761	rumour
		1.2553	rumoured
		2.1303	rumours
4.81	8.95	1.8633	rump
3.24		0.9031	rumple
		0.9031	rumpled
		0.301	rumpot
		0.7782	rumps
2.87	10.93	1.5441	rumpus
		0.4771	rumpy
3.82	15.25		rumrunner
		0.4771	rumrunners
		0.301	rums
4.31	4.47	4.2523	run
3.75			run away
2.59			run down
3.58			run off
3.69			run over
2.48	12.55	0.6021	runabout
2.82			runagate
2.25	8.28	1.5441	runaround
3.81	8.37	2.3181	runaway
		1.6232	runaways
3.07			runback
2.94	13.86	0.4771	rundle
2.3	7.78	1.8751	rundown
		0.301	rundowns
3.36		1.7076	rune
		0.301	runeless
		1.3222	runes
3.5	8.27	1.8573	rung
		0.8451	rungs
2.41	15.36	0.4771	runic
2.36			runlet
3.09	13.29	0.301	runnel
4.86	5.0	2.4048	runner
		2.0294	runners
		1.3424	runneth
		0.301	runnier
4.27		3.9061	running
3.86			running mate
		1.0414	runnings
		0.4771	runnion
3.12	5.68	1.8195	runny
3.89	10.28	1.0414	runoff
		0.4771	runout
		0.4771	runover
		3.2143	runs
3.44	8.39	2.1004	runt
2.3			runtime
		1.0414	runts
2.58	10.07	0.9031	runty
4.6	8.35	2.4472	runway
		1.2553	runways
4.68	11.6	0.4771	rupee
		1.0414	rupees
2.67	14.0		rupiah
3.7	11.05	1.8261	rupture
3.26		1.9823	ruptured
		1.0414	ruptures
2.67	7.95	1.7782	rural
2.44			rurally
		0.6021	rusa
1.57	12.17	1.9345	ruse
2.9	6.7	3.2049	rush
3.5			rush hour
3.14			rush off
2.0		2.4298	rushed
2.96	10.35	0.301	rusher
		1.8062	rushes
2.9		2.4886	rushing
2.45			rushy
2.93	12.38	1.3979	rusk
		1.4472	ruskin
		0.301	rusky
		2.6609	russ
		1.0414	russe
		1.5315	russel
		2.9671	russell
3.42	12.46	0.9542	russet
		2.8	russia
		3.1767	russian
		2.7084	russians
4.52	7.75	2.1072	rust
4.44	7.39	1.5682	rusted
2.7	10.37	1.6128	rustic
		1.3617	rustical
2.0			rustically
2.2	15.77	0.4771	rusticate
		0.301	rusticated
		0.301	rusticating
2.17			rustication
3.33			rusticator
2.36	14.57	0.301	rusticity
		0.4771	rustics
		0.301	rustier
3.82			rustiness
		1.301	rusting
2.96	10.32	1.7709	rustle
		0.8451	rustled
3.88	11.0	1.415	rustler
		1.6021	rustlers
		0.6021	rustles
3.41		2.0128	rustling
		0.301	rustlings
2.87	11.44	0.301	rustproof
		0.301	rustproofing
		0.6990000000000001	rusts
3.9		2.8182	rusty
3.64	9.17	1.8976	rut
4.96	10.44	1.2788	rutabaga
		0.6021	rutabagas
		3.0233	ruth
3.0			ruthenium
		1.4624	rutherford
1.45			ruthful
1.64	12.26	2.3263	ruthless
1.93		1.2788	ruthlessly
1.6	12.75	0.7782	ruthlessness
		0.6990000000000001	ruths
		0.6990000000000001	ruts
		0.9031	rutter
3.2	13.65	1.0	rutting
2.62			rutty
		1.8325	ryder
4.74	9.26	2.3284	rye
4.67			rye bread
		0.4771	ryen
		0.301	ryes
		0.301	ryke
		0.301	ryokan
3.0		6.0242	s
		1.4472	sa
		0.4771	saa
		0.6021	sab
		0.301	sabana
3.33			sabayon
		0.6021	sabbat
2.89		1.9395	sabbath
		0.9031	sabbaths
2.43	15.39	1.6902	sabbatical
		0.301	sabbats
		1.1761	sabe
4.21	7.29	1.6232	saber
		0.301	sabering
		1.1139	sabers
		1.301	sabes
		1.7709	sabian
		0.4771	sabin
		1.301	sabina
		1.0792	sabine
		1.1139	sabir
3.78	11.85	1.6335	sable
4.79			sablefish
		1.0	sables
2.77			sabot
2.77	10.42	2.2967	sabotage
		1.716	sabotaged
		1.5315	sabotaging
2.78	13.56	1.4624	saboteur
		1.2041	saboteurs
		0.301	sabots
3.33		1.2788	sabra
		0.6021	sabras
		1.0	sabre
		1.1461	sabres
		0.6990000000000001	sabretooth
		0.301	sabreur
3.65	9.0	1.8261	sac
2.1			saccade
2.21			saccadic
3.62	11.92	0.6021	saccharin
3.35	13.64	0.8451	saccharine
2.06			saccharinely
		0.301	sacciform
		0.4771	sacculate
2.1			sacerdotal
3.5			sachem
4.64	11.62	0.6021	sachet
		0.6021	sachets
4.84	5.83	2.8195	sack
2.25			sackbut
4.65	11.46	0.9542	sackcloth
3.46		1.8062	sacked
3.57	10.82	1.1461	sacker
		0.6990000000000001	sackers
		0.8451	sackful
		0.301	sackfuls
3.23		0.9542	sacking
		2.0374	sacks
2.81			saclike
1.62			sacra
2.6	14.14	0.6021	sacral
3.0	11.22	1.4624	sacrament
1.89	12.0	0.8451	sacramental
		1.8692	sacramento
		0.9031	sacraments
		1.0	sacre
1.77	8.53	2.8549	sacred
1.64			sacredly
1.72	10.18	0.6021	sacredness
2.8	9.61	2.9609	sacrifice
		2.3522	sacrificed
		0.6021	sacrificers
		2.2945	sacrifices
2.07	11.94	1.4771	sacrificial
1.82			sacrificially
2.3		1.8808	sacrificing
		0.301	sacrify
1.88	11.07	1.5682	sacrilege
		0.301	sacrileges
1.78	11.28	1.3222	sacrilegious
1.88			sacrilegiously
2.0	14.2	0.301	sacristan
2.2	12.36	0.6990000000000001	sacristy
3.0	14.0	0.9542	sacroiliac
1.56	15.6	0.9542	sacrosanct
3.94	15.5	0.4771	sacrum
		0.301	sacry
		1.1139	sacs
3.07	3.24	3.5096	sad
2.44	8.83	0.6990000000000001	sadden
		1.5911	saddened
1.71			saddening
		1.2553	saddens
		1.7404	sadder
		1.9395	saddest
4.85	6.42	2.6021	saddle
4.22	11.11	0.6990000000000001	saddleback
4.88	11.37	1.1461	saddlebag
		1.2304	saddlebags
4.47			saddlebow
4.16			saddlecloth
3.62		1.8062	saddled
3.32	11.71	0.4771	saddler
		0.301	saddlery
		1.5798	saddles
4.7			saddletree
3.03		0.8451	saddling
		1.7324	sade
1.75		0.301	sadhu
		0.9542	sadi
3.35			sadiron
2.55	15.16	1.0	sadism
2.72	13.72	1.7482	sadist
2.07	13.3	1.9445	sadistic
1.89		0.6021	sadistically
		1.1761	sadists
2.43		2.3819999999999997	sadly
1.82	5.0	2.3892	sadness
		0.301	sadnesses
2.33	17.74	0.4771	sadomasochism
3.38	19.07	0.7782	sadomasochist
2.14	15.44	0.9031	sadomasochistic
		0.301	sadr
		1.2041	sae
		0.301	saecula
4.14	8.44	2.0294	safari
		0.8451	safaris
3.41	5.11	3.8636	safe
4.0			safe house
4.96			safe-deposit box
3.8			safebreaker
3.48	9.67	0.9031	safecracker
3.92		0.7782	safecracking
		0.301	safegaurds
2.21	11.0	1.6902	safeguard
		0.6021	safeguarded
		0.9542	safeguarding
		1.3617	safeguards
4.08			safehouse
2.38	8.19	1.6721	safekeeping
4.53			safelight
2.27		2.7536	safely
1.77	8.06	0.301	safeness
		2.7642	safer
		1.3617	safes
		2.1139	safest
		0.301	safetied
		1.0414	safeties
2.37	5.84	3.2175	safety
4.96			safety belt
4.74			safety glass
4.52			safety harness
4.35			safety net
4.72			safety pin
3.5			safety zone
4.85	6.53		safetypin
		1.2304	safeway
		0.301	saffian
4.74	13.83	0.4771	safflower
4.44	14.89	1.5051	saffron
3.27	6.95	1.6232	sag
2.19	10.42	1.6128	saga
1.89	15.82	0.4771	sagacious
1.79			sagaciously
1.69			sagaciousness
1.69	19.0	0.301	sagacity
		0.9542	sagan
		0.6021	sagas
4.54	11.39	1.9542	sage
4.64	10.88	1.2041	sagebrush
1.72		0.301	sagely
	12.5	0.4771	sager
		1.1139	sages
		0.6021	sagesse
		0.301	sagged
		0.301	sagger
3.43		1.2304	sagging
3.54	8.52	1.4771	saggy
2.17		0.6990000000000001	sagittal
		1.1761	sagittarius
2.57			sago
		0.7782	sags
4.23	18.2	0.9031	saguaro
		0.6021	sah
		1.8633	sahara
2.83		1.8129	sahib
		0.4771	sahibs
		1.3617	sai
		0.301	saic
2.97		4.7523	said
		2.3284	saigon
4.59	6.47	2.8463	sail
2.65			sailable
4.7			sailboard
		0.301	sailboarders
4.89	4.65	1.9191	sailboat
		1.0792	sailboats
4.39	10.69	0.4771	sailcloth
3.34		2.2718	sailed
4.65	8.31	0.4771	sailfish
4.17		2.6821	sailing
4.75			sailing ship
		0.4771	sailings
		0.7782	sailmaker
4.86	6.44	2.8014	sailor
4.79			sailor suit
4.15	8.65	0.6990000000000001	sailorman
		2.3502	sailors
4.25			sailplane
		2.2175	sails
		0.301	saily
		0.301	saim
3.45	7.49	2.9614	saint
		0.301	saintdom
		0.4771	sainte
1.72	10.18	1.5051	sainted
2.03	10.53	1.0792	sainthood
2.25			saintlike
1.64			saintliness
1.75	10.06	1.2553	saintly
		2.2601	saints
		1.2041	saith
		0.8451	sakai
2.74	8.74	3.5149	sake
		2.7839	sakes
		1.415	saki
		2.6031	sal
		1.0792	sala
2.41	14.83	1.4624	salaam
		0.301	salaams
2.0			salability
2.05	13.64	0.301	salable
1.57	13.92	1.0414	salacious
1.6			salaciously
1.89			salaciousness
1.58			salacity
4.97	5.61	2.9389999999999996	salad
4.9			salad bar
4.83			salad bowl
4.77			salad dressing
4.82			salad oil
		0.6990000000000001	salade
		1.4314	saladin
		2.3404	salads
4.7	6.89	0.9542	salamander
		0.7782	salamanders
4.78	7.18	2.0607	salami
		0.9542	salamis
2.52	13.44	1.0	salaried
		1.7243	salaries
3.69	10.11	2.7396	salary
		0.6021	salat
		0.4771	salchow
3.37	6.76	3.1126	sale
		0.4771	saleable
		1.7993	salem
		0.301	saleratus
4.35			saleroom
2.86		2.8122	sales
4.36			sales staff
3.89			sales tax
4.79			salesclerk
4.46	7.89	1.3424	salesgirl
		0.301	salesgirls
4.65	8.83	0.9542	saleslady
4.81	8.29	2.7267	salesman
2.36	12.11	1.0792	salesmanship
		1.9956	salesmen
4.28	8.11	1.1139	salespeople
4.38	8.39	1.2553	salesperson
		0.301	salespersons
4.46			salesroom
4.8	7.8	1.2041	saleswoman
		0.4771	saleswomen
		0.4771	salicylate
2.84	16.07	0.301	salicylic
1.59			salience
2.04	15.62	1.1461	salient
1.68			saliently
		1.3222	salina
		1.3802	salinas
4.48	11.71	2.2455	saline
3.3	12.5	0.4771	salinity
		1.6021	salisbury
		0.7782	salish
4.89	8.42	2.1335	saliva
2.78	10.76	0.7782	salivary
3.33	10.56	0.6990000000000001	salivate
		0.6021	salivated
		0.4771	salivates
		1.2304	salivating
3.48			salivation
		0.4771	sall
		1.4771	salle
2.75	11.29	0.8451	sallow
3.79		3.1313	sally
		0.301	salma
3.2			salmagundi
4.81	8.0	2.525	salmon
		0.301	salmonberries
4.64			salmonberry
3.72	14.89	1.4472	salmonella
3.85			salmonellae
		0.4771	salmons
		1.4914	salome
		0.9542	salomon
4.73	9.5	2.3711	salon
		1.3617	salons
4.68	9.0	2.42	saloon
4.68	10.31	0.301	saloonkeeper
		1.4771	saloons
4.7	9.78	2.0414	salsa
2.4			salsify
4.89	5.05	2.9983	salt
5.0			salt shaker
		0.301	saltatory
4.36			saltbox
		0.301	saltboxes
4.05			saltbush
4.09			saltcellar
4.03	7.89	1.4771	salted
		0.8451	salter
		0.301	saltery
		0.6990000000000001	saltgrass
3.27		0.7782	saltier
		0.301	salties
		0.301	saltiest
4.38	7.22	1.0414	saltine
		1.1761	saltines
4.0			saltiness
3.24		1.0414	salting
4.55	12.27	0.301	saltpan
4.43	15.67	1.3222	saltpeter
		0.6021	saltpetre
		1.8692	salts
4.96	5.42	0.8451	saltshaker
		0.301	saltshakers
4.77	9.39	1.5051	saltwater
2.92			saltwort
3.93	5.33	2.1072	salty
2.0	15.0	1.0	salubrious
2.12			salubriously
2.0			salubriousness
		1.7709	salud
2.8			saluki
		0.6021	salus
1.92	13.27	0.4771	salutary
3.34	11.28	0.8451	salutation
		1.5441	salutations
3.22	14.06	0.6990000000000001	salutatorian
2.25			salutatory
4.48	7.42	2.5694	salute
		1.1761	saluted
		1.301	salutes
2.71			salutiferous
		1.6128	saluting
2.64			salvable
		2.017	salvador
3.21	10.11	2.3243	salvage
2.61	12.1	1.1461	salvageable
		1.3617	salvaged
3.42			salvager
		0.301	salvagers
2.71		1.1761	salvaging
		0.301	salvarsan
2.07	9.05	2.4099	salvation
4.45			salvation army
4.0	9.12	1.4771	salve
3.0	12.6	0.7782	salver
		0.301	salves
4.74			salvia
		0.301	salving
3.0	14.33	1.301	salvo
		0.4771	salvoed
		0.6021	salvor
		0.4771	salvos
		0.4771	salvy
3.86		3.7981	sam
		0.4771	saman
2.73		0.6021	samara
		0.301	samaria
		1.7709	samaritan
		0.9542	samaritans
2.88	12.5		samarium
4.25	13.13	1.4771	samba
		0.4771	sambas
2.77		1.3222	sambo
		0.4771	sambos
		1.0414	sambuca
		0.301	sambucas
2.64	5.62	4.3279	same
		1.0	samel
		0.301	samen
2.31	10.11	0.9542	sameness
1.8			samisen
2.17			samizdat
		2.8482	sammy
		0.6021	samoa
		0.9542	samoan
		0.6021	samoans
		0.301	samosa
		1.0	samosas
4.0	14.44	0.9031	samovar
		0.301	samovars
3.3	16.57	1.1461	sampan
		0.301	sampans
3.79	7.21	2.8722	sample
		1.3979	sampled
3.72	10.35	1.2304	sampler
		0.8451	samplers
		2.6464	samples
2.74		1.5798	sampling
		0.301	samplings
		0.301	samsara
		2.5705	samson
3.57		1.0792	samsonite
		2.5378	samuel
4.5	10.47	2.2068	samurai
		0.6021	samurais
1.45		3.4055	san
		0.301	sanatarium
2.12			sanative
3.0			sanatoria
3.83	12.73	1.4472	sanatorium
		0.301	sanatory
		1.6902	sancho
2.22			sancta
2.12			sanctification
1.69		1.3222	sanctified
2.3			sanctifier
		0.6990000000000001	sanctifies
1.68	12.89	0.7782	sanctify
		0.4771	sanctifying
1.28	15.64	1.6335	sanctimonious
1.42			sanctimoniously
1.86			sanctimoniousness
1.83	15.33	0.4771	sanctimony
2.3	12.68	1.6435	sanction
		1.7634	sanctioned
		0.301	sanctioning
		1.5441	sanctions
1.35	13.88	1.9294	sanctity
		0.6021	sanctorium
		0.7782	sanctuaries
3.64	9.72	2.3444	sanctuary
2.85	13.22	1.5315	sanctum
		0.301	sanctums
		0.9031	sanctus
5.0	4.63	3.0154	sand
4.68	5.21	1.0792	sandal
3.1			sandaled
		0.301	sandalled
		1.9494	sandals
4.71	13.0	1.1461	sandalwood
2.36			sandarac
4.68	7.83	1.301	sandbag
		0.9542	sandbagged
3.57			sandbagger
		0.9542	sandbagging
		1.0792	sandbags
4.83	8.79	0.4771	sandbank
		0.301	sandbanks
4.6	10.41	0.6021	sandbar
		0.6021	sandbars
4.15			sandblast
4.47	12.24	0.301	sandblaster
		0.4771	sandblasting
4.86	4.14	1.7404	sandbox
		0.6990000000000001	sandboxes
4.08			sandbur
4.96	5.42	0.6990000000000001	sandcastle
		0.6990000000000001	sandcastles
3.24		1.1761	sanded
3.96		1.4472	sander
3.28		2.3444	sanders
4.4			sandfish
4.86	9.75	0.301	sandglass
		0.301	sandhill
	14.25		sandhog
		0.6021	sandhogs
		0.4771	sandier
2.88			sandiness
3.77		1.1139	sanding
4.47	8.74	1.0792	sandlot
2.65	7.05	2.0969	sandman
		0.8451	sandmen
4.85	6.33	1.3617	sandpaper
		0.301	sandpapered
		0.301	sandpapering
4.61	11.21	0.9542	sandpiper
4.36			sandpit
		0.301	sandpits
		2.5705	sandra
		1.1761	sandrock
		2.0374	sands
4.47			sandspur
4.74	10.05	1.2304	sandstone
4.63	9.44	1.6335	sandstorm
		0.6021	sandstorms
4.9	4.79	3.0488	sandwich
4.78			sandwich board
		1.1139	sandwiched
		2.6911	sandwiches
4.96			sandworm
		0.4771	sandworms
3.56			sandwort
4.07		3.0745	sandy
1.79	8.5	2.4502	sane
2.15		0.301	sanely
1.69			saneness
		1.0414	saner
		1.1139	sanest
		0.4771	sanforized
3.03		2.6232	sang
		0.4771	sangamon
		0.6021	sanger
